,distance from center,left,right
154,-0.387562781827,737.550454002,691.464061345
155,-0.386098005274,759.349595991,714.354393261
156,-0.383330306274,771.707605834,678.283606375
157,-0.379129682371,763.284833887,670.531134459
158,-0.375292103888,749.773520772,688.384111038
159,-0.367205217672,728.314700308,607.153105245
160,-0.360442497225,707.788641224,558.342093808
161,-0.356907880466,694.992746656,535.160286242
162,-0.356100396169,685.517775597,543.491223554
163,-0.359439028389,672.652598107,611.284432267
164,-0.359405281214,656.992279292,661.520245103
165,-0.359824109811,640.427979432,795.449760313
166,-0.357928652551,619.171439098,932.387322487
167,-0.356054604221,612.505956889,1054.84395929
168,-0.353520470428,607.800372688,1114.51442908
169,-0.350453780303,605.708097752,1278.82881872
170,-0.346498566759,599.278633256,1403.43302868
171,-0.343371651324,592.640142237,1661.26433959
172,-0.334391568603,585.297969337,1276.0469682
173,-0.325621669059,592.239031598,1028.97165602
174,-0.315498363232,616.389080215,783.298847624
175,-0.301455231007,648.802341847,570.252950429
176,-0.294877836871,687.533914628,503.90867135
177,-0.291734730348,740.791511414,463.861304092
178,-0.290120764056,795.014467878,429.903804311
179,-0.290100047249,848.92872735,401.076368299
180,-0.290124120252,865.982925808,380.421401904
181,-0.290283663214,869.715001497,372.580340335
182,-0.29037362459,839.058760492,375.540744188
183,-0.291815892113,784.974308963,381.064809984
184,-0.291645600134,716.25651786,381.195330171
185,-0.288529582062,646.158995097,360.894577254
186,-0.286002713399,587.852280458,343.679039154
187,-0.283505148976,538.994826795,325.163362342
188,-0.28320771881,501.604177443,312.473860766
189,-0.285954113176,474.470333465,309.733321955
190,-0.290806334184,457.344544869,312.506632122
191,-0.297111736518,446.795665759,323.738607644
192,-0.304600484957,442.277909662,338.751335643
193,-0.312475471761,442.796905516,374.311405816
194,-0.318941202763,445.739130164,393.193291862
195,-0.329139337555,455.107250421,457.776784867
196,-0.336038257875,465.200411778,512.630391383
197,-0.341181649944,476.904778008,597.728018626
198,-0.342263488738,494.123631109,607.566044224
199,-0.342838561233,508.531283579,632.753408077
200,-0.339812409044,519.837422575,616.717061244
201,-0.332571553239,524.40961789,525.078401249
202,-0.329495134214,527.624709345,508.454221981
203,-0.32686608871,535.678340111,495.792704338
204,-0.325003222882,546.919109257,493.106334542
205,-0.323755111784,565.15363365,486.526704363
206,-0.323265124553,582.268835127,496.123301576
207,-0.324796651577,590.174098153,513.394801621
208,-0.324718972388,607.258446892,513.284614435
209,-0.324641270626,613.416323227,522.339743413
210,-0.323615267583,623.081113037,523.241444562
211,-0.322509784994,620.083396693,525.149492785
212,-0.313250103383,607.167592294,459.440498562
213,-0.307411654395,589.535005771,418.974297505
214,-0.303739258402,570.693155681,404.785668586
215,-0.299973090918,547.259350714,392.657089261
216,-0.297049615201,531.587576217,385.274240264
217,-0.294322167082,519.438065827,392.430221083
218,-0.292279554084,506.136080179,424.169223622
219,-0.29111098852,502.708707659,469.883112766
220,-0.295212431466,503.158810202,540.460169864
221,-0.294869086711,506.217858091,574.119522745
222,-0.293012134347,513.581312084,590.106364775
223,-0.291706273466,518.736484916,610.152169064
224,-0.287315565313,527.051247822,595.859034331
225,-0.284846930915,529.027744542,618.719072069
226,-0.28316691721,533.66988282,693.912198617
227,-0.279130253945,540.043562912,741.602235518
228,-0.274639034636,548.539339941,832.086162745
229,-0.268658051812,557.846926528,847.007921118
230,-0.262671583119,563.909428025,952.477378848
231,-0.255851008136,576.668003242,1039.74082674
232,-0.249160379413,591.081027539,1054.55136299
233,-0.243609166292,605.674584787,1150.51579471
234,-0.233953147914,626.325731924,988.268917754
235,-0.225085047871,654.02380804,848.786677752
236,-0.209327469907,680.90929353,632.417122408
237,-0.200078593988,699.062251611,555.965704096
238,-0.193748244434,727.305247529,521.869621013
239,-0.189122220083,747.175653718,514.805064955
240,-0.184235698578,749.502798482,504.173862682
241,-0.179792503224,750.132311414,496.812703433
242,-0.175751390397,732.940325595,505.268968455
243,-0.171642343558,723.684077134,529.338587502
244,-0.168019326873,721.565635901,525.482573029
245,-0.162718453959,713.312953909,512.044997424
246,-0.157048034229,709.180174798,496.475371846
247,-0.150498981074,691.848676357,465.681089316
248,-0.143651894273,676.770207346,434.870502362
249,-0.139123047273,655.81548134,418.032009833
250,-0.137334311332,643.178796059,421.683542647
251,-0.135717567121,633.027097313,424.435457632
252,-0.134025016907,622.539081356,425.979087356
253,-0.13321990713,620.99584755,432.385538767
254,-0.133046249257,615.166349164,443.498269399
255,-0.13341361754,618.864205274,465.8749802
256,-0.138752744308,620.180751048,521.02291938
257,-0.139239387724,624.690912362,539.259602448
258,-0.139022097479,633.84782113,547.971266853
259,-0.138266973358,641.393580976,537.385445908
260,-0.136260430547,646.826986677,513.741151861
261,-0.136386607029,655.241871946,500.0707005
262,-0.136836289342,674.697388433,483.510167711
263,-0.138411877832,689.54688168,485.737747574
264,-0.140217475521,706.170573522,493.738812504
265,-0.141926303357,716.713726831,503.064843508
266,-0.143981210654,721.661139673,515.829542757
267,-0.145525263722,724.626636201,526.424170327
268,-0.147112386687,719.78245705,558.60062572
269,-0.147547721428,726.020630636,552.006431712
270,-0.148581872571,737.508845425,537.930760927
271,-0.15186291276,735.401817631,537.940031188
272,-0.153642501395,729.64362971,524.728973948
273,-0.159348153122,718.536020042,547.684105431
274,-0.163986635101,709.324141236,568.956711947
275,-0.169058876385,692.358198225,608.153575802
276,-0.173376035305,681.857584384,654.667350963
277,-0.176793885058,671.806884433,685.717169998
278,-0.180079598636,655.755259545,739.63964491
279,-0.182774494083,642.664090324,804.67063505
280,-0.185561106703,627.771274303,832.275873958
281,-0.187340737574,618.110976452,793.327479772
282,-0.191721592766,622.305545396,782.959502533
283,-0.196753263919,636.300880803,756.08543572
284,-0.20121105124,649.362451386,725.992204376
285,-0.205698772632,669.698369229,688.677176791
286,-0.212902041934,690.793183332,723.062455211
287,-0.221005378526,714.530910178,806.368176333
288,-0.228252761743,743.666807636,892.377770117
289,-0.234500923643,776.335111593,967.11397382
290,-0.24014083122,810.495026939,1016.36022564
291,-0.245705282693,839.282007018,1234.25985169
292,-0.254074934654,881.435871049,1552.72313481
293,-0.25668581658,933.500208135,1335.03358121
294,-0.260293425026,991.970481395,1236.99052108
295,-0.263773442135,1053.04274231,1133.57311752
296,-0.266060284949,1105.00806248,1039.66255336
297,-0.265780369928,1162.08960056,884.882016129
298,-0.269471931039,1198.72025549,919.024252587
299,-0.271668115607,1226.21699416,909.485485753
300,-0.273763280441,1211.56567783,954.153952453
301,-0.275574450679,1197.12487122,1004.10129075
302,-0.276651832924,1173.1379789,1003.94138319
303,-0.277435465293,1140.815424,1082.30688694
304,-0.283647923336,1128.51540567,1450.50471809
305,-0.283894893276,1120.01100225,1328.06349345
306,-0.284269939305,1153.46573876,1164.17214938
307,-0.287757309974,1222.49112302,1133.23303018
308,-0.292060522416,1293.48280241,1188.62342602
309,-0.298691362495,1376.97931787,1449.0879014
310,-0.302946999006,1433.14366872,1813.82347797
311,-0.306065349758,1509.31483249,2462.11999875
312,-0.306474676864,1488.56122663,2860.34197272
313,-0.307777437639,1508.52121224,5338.50475429
314,-0.308750991917,1524.67642948,315311.643103
315,-0.309171639679,1569.94911228,11282.755761
316,-0.312584925172,1575.61036806,3926.0420692
317,-0.310781581177,1742.14615124,7795.36373778
318,-0.307417123436,1933.61066544,86559.6193879
319,-0.308449025655,2233.13566496,25521.5643647
320,-0.309641302671,2751.75453915,16993.7456185
321,-0.312672964124,3547.69683656,81394.8945065
322,-0.313377558757,4942.76723934,11338044.0023
323,-0.314785699231,7255.3193299,15934.2033023
324,-0.314800643154,10133.4333777,9444.9018275
325,-0.314543228639,20452.4677589,7608.16575155
326,-0.313698749731,50670.5447388,7466.0795643
327,-0.31216399068,622165.018165,12636.6853865
328,-0.314357287344,1013206.84727,5506.97601221
329,-0.311924010654,89791.8063611,14051.5091239
330,-0.307703350516,83296.8196357,5268.15280924
331,-0.307180775855,69474.8724573,3542.28846353
332,-0.308068929604,88294.1627335,3609.52017414
333,-0.309509630014,139215.486923,4184.08747716
334,-0.312153087221,27971.8417568,7491.78181528
335,-0.315078987873,17605.9761629,286965.345247
336,-0.316576376575,10902.2500422,8620.3640366
337,-0.317365261068,7678.1764519,5600.10381516
338,-0.317938378737,6470.38825545,4333.4787648
339,-0.318423134246,5296.26634759,3409.42289636
340,-0.319648142209,4436.29309532,2849.80355342
341,-0.317525845262,4216.6117144,7018.33443736
342,-0.31728223567,4621.91332852,72864.2976376
343,-0.319603519054,5159.16555211,81113.7027197
344,-0.323527302354,6608.06247658,16700.2268792
345,-0.331192404758,8877.92182853,3560.16181386
346,-0.337006990615,23579.5131971,2030.55803435
347,-0.340892986606,190796.144757,1456.8741084
348,-0.342760632042,10269.4699624,1184.50120112
349,-0.343372091801,4897.50005672,1080.69835471
350,-0.342312195924,3388.72475077,1079.48399186
351,-0.340621926802,2689.31944896,1048.22312342
352,-0.338731263008,2454.81748684,1040.1901659
353,-0.336625269605,2560.23990907,1066.28242278
354,-0.329309904448,3138.34644802,1529.85874915
355,-0.322793173528,4302.50358398,2471.44909756
356,-0.321367878233,8791.18438213,2815.18474234
357,-0.322150700751,1050431.02257,2524.04021008
358,-0.323682913508,7762.29232567,1991.10573312
359,-0.323929351137,3796.62160889,1714.7612705
360,-0.323622924079,2596.8782793,1521.99772031
361,-0.322618101169,2209.21505052,1736.47108743
362,-0.32368987175,2101.52867547,1704.86069033
363,-0.32523245192,2121.85523512,1681.01145254
364,-0.325537198957,2230.8732371,2065.4104163
365,-0.322021862398,2513.16635626,6714.833368
366,-0.321874185728,3056.37523076,15588.9935644
367,-0.324509420924,4786.35570834,5403.92245051
368,-0.330031461571,17705.6802981,6918.43044151
369,-0.33713623285,9642.57358906,320359.508227
370,-0.342352124247,3945.15007856,6435.32963452
371,-0.344057011816,2631.65797251,3640.66289801
372,-0.344205347465,1954.62720153,2465.12102223
373,-0.341008928027,1672.21991842,2312.87893603
374,-0.336596511196,1515.16576021,2274.06813778
375,-0.331162185511,1486.16886053,2064.17422713
376,-0.320027302044,1522.56906028,4770.77688887
377,-0.310136743128,1627.96686632,34707.8893247
378,-0.304424735017,1774.96373852,6368.10877466
379,-0.302536594993,1950.75408208,5934.33664969
380,-0.302560709389,2247.02884941,9426.16199149
381,-0.306102117848,2830.96802805,7301.11335514
382,-0.308759160591,3955.99460359,2512.72955858
383,-0.309483898971,6654.6867841,1607.46604825
384,-0.309030870053,16313.6096781,1273.72445185
385,-0.306669823144,37928.0826435,1268.05050942
386,-0.305636554253,12105.8204809,1148.32992417
387,-0.304475150442,7310.75138968,1168.27479766
388,-0.303751432972,5652.19142128,1122.31063024
389,-0.303991414432,4682.54867506,1028.24992818
390,-0.296946270778,4886.29700888,1668.36515111
391,-0.293624026918,6133.10329218,2992.23627595
392,-0.293920423011,8784.68332317,4552.80178097
393,-0.295284782931,13454.6807296,4935.38297887
394,-0.300447567894,19661.4897027,2421.00228224
395,-0.302615723498,21732.6135962,1647.47923678
396,-0.302633793877,17696.6117859,1299.43854291
397,-0.300604707498,9236.38652236,1108.5958356
398,-0.297269974873,5602.82340664,1035.85789677
399,-0.293620695119,3926.92834156,1011.92388145
400,-0.290348731797,2926.44509775,964.480274769
401,-0.289540734591,2365.45903862,885.207342481
402,-0.282299980451,2031.33397061,1089.63904355
403,-0.274788782179,1957.5647893,1676.86052081
404,-0.271375592536,1998.61694584,2270.26945719
405,-0.268848785934,2093.97804975,2743.57892244
406,-0.269456392106,2086.17325324,2116.88082373
407,-0.270927078927,2262.67550261,1415.90753896
408,-0.270551156265,2546.26572858,1082.42416066
409,-0.268667659545,3016.13240615,891.791237846
410,-0.266154974194,3964.62775287,743.078714089
411,-0.261712784236,5990.00237975,795.829020488
412,-0.256164472156,11734.1739277,828.622241236
413,-0.250540547141,47582.9892313,881.815993025
414,-0.23808352142,22570.3613894,1503.44110192
415,-0.227737933514,12512.9980419,3209.98334424
416,-0.221407530261,10307.4951742,8495.8171103
417,-0.220343931712,11634.6567936,6703.20745874
418,-0.222188144623,19816.5213581,2909.13416036
419,-0.223943797293,1035560.47321,1550.86909533
420,-0.222304526863,21284.2461176,1177.7931685
421,-0.219228653079,8588.17756422,956.271676914
422,-0.214730656996,5981.53073771,883.994532901
423,-0.209673137806,4819.90492962,869.342866343
424,-0.203785123941,3877.74426371,867.332962501
425,-0.196681566525,3188.6780031,927.474333631
426,-0.186506634473,2919.88437478,1273.16463683
427,-0.178224429253,3036.98754603,2118.66938448
428,-0.173502546955,3287.15153045,3239.80512489
429,-0.172158622125,3503.63360731,3171.61901093
430,-0.172918554235,3804.67661057,2262.25869737
431,-0.17309096974,4023.32045263,1624.39420364
432,-0.171612001668,4320.46388149,1311.82476884
433,-0.169482778064,5007.96733796,1101.58746661
434,-0.166712187115,5182.67730159,921.369314016
435,-0.163017743002,5879.25433716,900.383112091
436,-0.159401932323,5994.2296504,889.056780535
437,-0.154248607433,5306.65616588,913.342954407
438,-0.144569214192,5263.22142671,1475.51210232
439,-0.139533718429,6325.86871791,2380.48553317
440,-0.137940249709,10485.7256649,3489.04475637
441,-0.141117910023,50237.2097263,2688.07028937
442,-0.142025985332,32695.2525858,2295.64857596
443,-0.143350455221,11067.7082652,1593.6110581
444,-0.141647549526,7112.4064816,1324.22458304
445,-0.139341610551,5028.51995943,1116.94101771
446,-0.135403203257,3708.02604184,1205.35103791
447,-0.13138921473,3145.64339521,1231.36278274
448,-0.131173065933,2976.62693616,1067.71242811
449,-0.126159787613,3097.2469356,1169.76980549
450,-0.115566704886,3152.78513578,2205.41752572
451,-0.10912506037,3148.48323805,4919.95810796
452,-0.105917242543,3550.32000843,11172.9992538
453,-0.109135475186,3948.43335531,4607.15519811
454,-0.112582229056,4746.23152813,2392.05732726
455,-0.114634936627,5384.96714847,1694.37705466
456,-0.115773747916,5738.13980556,1346.98778967
457,-0.116522023325,5954.89433043,1207.27513485
458,-0.116634192789,5778.86431089,1233.94937727
459,-0.116179123563,6086.41653338,1257.61359851
460,-0.116937961564,7183.55094874,1171.30612064
461,-0.113159833452,8379.82985242,1525.5702264
462,-0.107451844456,8769.03624456,3548.90003058
463,-0.107212533487,10393.4979477,9250.14055991
464,-0.109330274747,13419.6982337,13359.7172305
465,-0.117594904512,50145.4677374,3115.61378944
466,-0.124207852085,22188.7878104,1644.88481843
467,-0.127855173912,8126.15822948,1186.21581961
468,-0.129525260029,5284.52835619,986.844617575
469,-0.130076421188,3822.82277131,838.684919184
470,-0.129201514751,2955.1614764,836.492365706
471,-0.128178542205,2465.22131386,845.128825222
472,-0.127792618419,2158.04074246,865.028095618
473,-0.124306161655,1858.74565391,971.30257663
474,-0.11859106476,1686.59638358,1394.85869515
475,-0.116948566453,1729.4087135,1986.72852222
476,-0.118654015215,1855.99674405,2421.62951538
477,-0.122892723244,2101.53503773,2381.00005923
478,-0.12912707454,2552.11474569,1848.00115398
479,-0.134664996439,3178.94178217,1444.67841222
480,-0.13860660147,4093.33049693,1167.42850899
481,-0.141423025346,6611.35887196,1011.79352092
482,-0.143198622132,13205.7995254,893.280874007
483,-0.143232234158,239739.093545,952.013419207
484,-0.139191462331,25340.0861158,1202.48071492
485,-0.136629428414,17385.7011966,1479.77078705
486,-0.131739626044,15578.1452096,3258.85162016
487,-0.131181923144,9621.85623597,10221.3338946
488,-0.13629205419,10275.4799331,6666.28948552
489,-0.145030853272,10577.3827367,2598.23262125
490,-0.151847556106,12159.0553545,1574.04957283
491,-0.15529154235,18536.0499699,1218.71412682
492,-0.156680257827,30356.8302581,1049.83896131
493,-0.158061467669,52643.0801661,895.918925001
494,-0.158066269157,73331.8498787,900.032537404
495,-0.157463974373,85214.5950695,884.188938966
496,-0.156003409931,308230.330873,899.437672674
497,-0.1519310574,49823.9191591,1064.53703163
498,-0.144339250154,50568.2062621,2156.62677958
499,-0.140038213292,93695.0070018,9360.55657978
500,-0.136554270522,54109.1101396,4711.4043142
501,-0.138220729873,21248.7657834,2609.10601594
502,-0.145023315185,15998.1813074,3158.50554106
503,-0.153049785362,17956.5953253,16801.4690089
504,-0.159018633546,27489.6929092,5034.72157827
505,-0.163473966554,51211.2241397,2436.05405157
506,-0.167297896761,43731.7466297,1529.11014361
507,-0.168864914984,102714.680217,1450.94916537
508,-0.174512843393,30102.6545385,1147.36376097
509,-0.173948725727,10920.7273871,1187.64199337
510,-0.172190923006,6296.59471717,1228.91768769
511,-0.166815647831,5280.99518487,1925.13285537
512,-0.161013065393,5189.98013775,3858.0743685
513,-0.160685083794,5765.29119311,4889.3868792
514,-0.163665568154,6727.85520531,3231.37641532
515,-0.166376120292,7740.47403487,2038.76322491
516,-0.167765141083,11148.3246375,1554.83439851
517,-0.167963155381,17286.3071737,1287.68538388
518,-0.168382851142,44139.9611327,1101.29692566
519,-0.166654414689,13946.0200086,1175.03602483
520,-0.167022942103,5505.5688131,1107.86615633
521,-0.167095345939,3490.31854814,1079.68241781
522,-0.166624076956,3844.38031283,1169.63938549
523,-0.159931446697,4460.59379288,2257.29306841
524,-0.15786111679,5983.24739412,5047.23579876
525,-0.156257020447,7833.0789733,47421.057518
526,-0.158287814446,21036.8018941,1680649.42825
527,-0.161416492022,45867.8135521,10328.7516867
528,-0.163837065219,19724.2962117,3828.01750189
529,-0.164053168923,35688.5836713,2917.70576331
530,-0.164071776137,1396653.02623,2173.73355842
531,-0.162994372712,13990.1931572,2117.47372577
532,-0.164014370166,6170.61338842,2028.59224133
533,-0.165352075043,5575.00736012,2005.27860758
534,-0.167106692449,5156.76962094,2090.05759813
535,-0.168157434651,5040.61898083,2430.20783797
536,-0.168552809577,3261.8149134,2644.69963503
537,-0.163435463271,2789.301419,18698.2207225
538,-0.152269823649,3590.3469182,1296.38760269
539,-0.146250043412,6863.75481163,660.444766478
540,-0.149120581481,13976.3948122,566.68238132
541,-0.154190241929,6990.15204791,641.323540806
542,-0.162213502294,6241.66196956,889.149635292
543,-0.166631918944,3455.65889951,1751.83880538
544,-0.180576051322,2126.98877317,6129.50700362
545,-0.202594766719,1859.18969111,927.94976277
546,-0.218645027436,1768.07508896,563.694051593
547,-0.22357351471,1417.00992494,443.376912602
548,-0.225088525319,1214.37341096,368.668838477
549,-0.223042414222,1198.02698339,331.366837053
550,-0.21321877072,970.961778508,322.316770129
551,-0.204218455306,960.926184753,352.794227489
552,-0.195121969975,1155.1018631,427.838500012
553,-0.183286730286,1466.37714586,605.654156967
554,-0.170714104578,2451.54824748,1221.4346512
555,-0.161206845355,2854.03498789,6775.10220862
556,-0.150254836992,2206.22999309,2396.68549387
557,-0.149219706658,2315.84179231,1672.73069587
558,-0.154863458974,4855.66629754,1494.94668432
559,-0.159358637232,13677.6627368,1196.14464172
560,-0.16449404316,12663.8853344,1202.00838185
561,-0.169863404985,6769.66985554,1327.07821177
562,-0.16887202134,23067.5054957,1499.63321042
563,-0.167221916902,19579.2564344,1728.27048224
564,-0.172507139056,12885.2303835,3536.39786829
565,-0.173639263409,116111.0025,6038.25582495
566,-0.172446407406,7645.49254362,7463.80912961
567,-0.171578597505,3815.74195283,8350.46257128
568,-0.172233548311,2354.41261811,12119.2400579
569,-0.173515385704,2426.07884743,7999.7539261
570,-0.175621496007,3309.6378393,6529.69947029
571,-0.177776144722,5378.71339372,4784.5230402
572,-0.179105895734,7045.5874846,3757.34853594
573,-0.181238010368,7770.29150486,2355.59788335
574,-0.184456984319,9007.76303986,2033.18696469
575,-0.189065316676,15666.2293725,1778.45273419
576,-0.194804131834,104528.530282,1753.57284233
577,-0.20103147071,1609104.46857,1631.02800022
578,-0.204018425185,46114.5465465,1504.74827965
579,-0.20722820647,24600.8274412,1416.24908691
580,-0.214329156567,10615.8459464,1650.80546624
581,-0.219728050657,8436.06407078,2115.33164785
582,-0.220649513537,6511.75252676,2326.7116159
583,-0.219849619271,4832.52283217,2443.48486919
584,-0.217850031809,4276.8326731,2580.35428424
585,-0.217253278897,3475.20306442,2495.49615035
586,-0.216723271079,3036.3346462,3381.62493147
587,-0.21770699395,2802.23711479,4712.74569698
588,-0.23749098041,2642.03198778,1268.28571077
589,-0.246716084128,2674.33510863,769.454797191
590,-0.250778503474,2788.68928685,565.235049065
591,-0.245209477901,2804.52987782,589.595285055
592,-0.239963811787,2874.9913537,585.509217871
593,-0.232311468566,2592.30704156,590.659456092
594,-0.224284363525,2371.53544429,598.976794367
595,-0.216428759964,2278.23775821,616.4332966
596,-0.209589695721,2616.84072571,645.122841935
597,-0.202215341904,2776.66956915,686.378752256
598,-0.195486189835,3525.11241886,733.445906342
599,-0.189967687285,3600.47835707,727.273676356
600,-0.183221959847,4316.88357831,787.845383335
601,-0.174875758008,4916.21658368,1025.66705219
602,-0.170132856566,3835.38973814,1072.7659743
603,-0.165901923,3197.25385558,1195.7239415
604,-0.167370726804,21649.5257507,1154.40900914
605,-0.167067789718,4140.28672999,964.890409175
