,distance from center,left,right
606,-0.160292838405,3066.83726118,1057.45248687
607,-0.152292376189,2514.3911629,1113.50608074
608,-0.145111569661,2049.66573652,1022.63698633
609,-0.1382336482,1630.01823574,859.326759398
610,-0.130910965826,1347.94832085,685.996179688
611,-0.127154422494,1024.68037326,540.879836444
612,-0.138668424325,826.735955415,396.205774118
613,-0.141558149926,700.629156603,322.13845994
614,-0.137252431161,609.243103417,291.180667976
615,-0.126349113951,551.228876275,284.617419986
616,-0.109182043235,535.259854397,281.814958853
617,-0.0838342821959,507.9245257,325.016264259
618,-0.0648935619207,490.830164484,361.614337679
619,-0.0495949456631,494.788718805,391.284606098
620,-0.0391255908403,496.857123188,400.038010011
621,-0.0326816619746,509.869653684,398.415839964
622,-0.0304603113228,513.772600597,387.696501199
623,-0.0284895102531,505.908030081,384.624284299
624,-0.0282872857117,460.30745252,404.702008762
625,-0.0308149287337,421.173911321,418.141122424
626,-0.0341029737268,389.399621314,434.55611802
627,-0.0361229511785,372.77496523,502.047715374
628,-0.0318129443503,372.096620098,640.371388804
629,-0.0342967550473,377.146570582,707.383732621
630,-0.0382422846105,391.427054832,689.110068012
631,-0.038645756675,412.457528561,779.304603002
632,-0.0363602380728,441.452890693,1023.65802899
633,-0.0392591375381,462.383185043,1118.41393048
634,-0.0507356325774,461.92889086,828.502936739
635,-0.0600704542023,448.00958521,683.47234301
636,-0.0678899927192,438.511772179,616.219319151
637,-0.0751029236727,446.022711827,559.304181179
638,-0.0829655916598,457.076773711,513.263652764
639,-0.0906044292635,480.869649795,482.745108662
640,-0.0986085098063,506.33140529,467.388127165
641,-0.103253832096,540.457950915,488.922212207
642,-0.106239830953,580.924208037,537.025589094
643,-0.107879111415,621.460710507,659.637135777
644,-0.114430323649,665.414431713,733.552378529
645,-0.127712756752,720.311360449,665.258489134
646,-0.144044939543,769.424874727,548.1583459
647,-0.157086462185,812.290320706,479.308978301
648,-0.166702073205,854.700979804,434.244364484
649,-0.173831778537,897.754095315,406.539927586
650,-0.17928790883,953.824405145,395.367976157
651,-0.18402605794,1007.48095539,385.486990768
652,-0.188636812526,1065.55345532,373.126867774
653,-0.191979072909,1090.38901052,382.740551712
654,-0.190350018456,1072.86254409,452.498292827
655,-0.190914310262,1026.67907768,535.557699986
656,-0.196779588535,964.348314352,583.362922317
657,-0.205717147911,877.454326176,584.085322969
658,-0.215307785796,809.422534659,559.047641666
659,-0.22449952333,756.249402564,511.548192949
660,-0.231151907254,715.155407101,482.374179471
661,-0.23679508726,678.404640937,453.871459249
662,-0.239988906679,646.674073318,445.19487867
663,-0.242151798601,624.029849651,446.55281778
664,-0.243985742432,606.07605418,455.865975672
665,-0.244801422124,598.322246638,462.596735996
666,-0.239847917769,594.336985564,553.923824055
667,-0.23540638183,599.533535444,688.293730676
668,-0.235386609576,606.799170529,798.989133483
669,-0.23622984284,618.992194739,898.847360794
670,-0.240472126229,638.090445345,888.037511219
671,-0.248024247637,633.803582397,769.105913849
672,-0.254738449234,635.163419919,658.137839995
673,-0.259655951425,639.609762371,583.420306481
674,-0.261888095351,653.671719774,543.792281205
675,-0.263632962782,661.264895077,528.196618644
676,-0.264937530294,678.066205199,515.052065918
677,-0.265701433087,702.256573695,526.38210981
678,-0.263641771401,734.327152847,565.314978258
679,-0.257208370281,760.853268324,709.92603899
680,-0.25509263928,793.94198795,846.415597373
681,-0.258057172511,815.882940211,875.138660855
682,-0.263925541685,840.359319739,811.974019422
683,-0.272736225871,859.46845825,683.846864446
684,-0.27970079983,833.933598753,606.501743733
685,-0.284913890511,834.483551699,536.574969918
686,-0.287103727087,845.104317932,500.33510826
687,-0.28738485355,876.395777084,491.293962075
688,-0.287815619798,895.364251877,484.715153366
689,-0.288201341009,911.865364928,474.217620359
690,-0.287402863627,942.731289738,471.057928068
691,-0.283391991362,966.616949445,515.427070481
692,-0.27772539122,977.079761149,610.383191874
693,-0.274564996729,959.767349948,699.478686446
694,-0.276659220824,936.391108351,712.011191871
695,-0.28102434747,893.675603126,671.91019373
696,-0.283747758206,826.514062058,639.129820064
697,-0.285905568519,755.266799163,610.268130143
698,-0.286438450236,691.442946061,613.12237951
699,-0.28728774362,640.376871345,606.07793586
700,-0.287173884157,603.964000423,588.529347141
701,-0.286375202397,575.363688481,586.272816338
702,-0.284775413273,564.439413555,580.617105004
703,-0.280279203378,561.201191697,656.282854932
704,-0.277327923293,559.740816813,714.258549995
705,-0.275940263912,569.833229211,731.415122227
706,-0.276854071251,582.798533167,691.654482386
707,-0.280724448382,594.081780044,595.556006921
708,-0.282630328853,593.730472851,529.015315877
709,-0.282812826702,598.659385671,477.210679933
710,-0.280910247158,605.686473809,454.43909763
711,-0.277360733053,615.127435017,456.422638923
712,-0.273849624361,621.531677835,453.196728828
713,-0.270912788319,625.391613796,445.177524752
714,-0.267716637265,631.04166385,441.645945087
715,-0.259886149671,628.932119958,511.502323618
716,-0.254437266371,632.503383883,587.027903059
717,-0.252684950745,646.524433402,640.610177834
718,-0.254223574256,656.163297526,651.422097883
719,-0.257131337544,677.334537882,626.191807122
720,-0.264835374735,700.64346315,540.224328947
721,-0.27045637106,729.68712632,474.558164425
722,-0.273289534954,763.673177294,447.592903691
723,-0.275276974014,783.645623692,424.965843865
724,-0.277347375515,799.410503868,407.914617327
725,-0.278796605748,805.088438837,413.221937302
726,-0.280615669521,797.793565682,421.563764069
727,-0.28454046604,785.866589305,421.263146995
728,-0.286584509124,765.677245987,433.446445383
729,-0.285431798244,742.025543825,506.108116473
730,-0.288025890292,717.532960547,557.67920019
731,-0.293924271492,681.423001389,564.390540407
732,-0.302741043947,668.203777578,521.479419399
733,-0.309825180427,631.636698365,491.79095807
734,-0.313834765478,619.555013004,487.022590531
735,-0.317777359733,600.034608194,478.877046493
736,-0.320232312095,588.234242282,490.434397723
737,-0.322936671434,587.859370846,475.44968064
738,-0.325538735332,590.253327792,476.298668971
739,-0.332518682914,595.591378562,455.592388141
740,-0.331963405299,597.136919551,513.662584946
741,-0.335501840189,600.626015704,543.14374367
742,-0.340796163071,595.916779585,543.533643137
743,-0.346713585187,603.314757971,519.350163695
744,-0.357112390504,609.637024374,453.872080259
745,-0.364227515581,621.428535892,414.308937172
746,-0.370018954574,622.481350136,392.464494059
747,-0.373940961826,634.485636745,383.75227893
748,-0.377107523433,646.24769937,385.937237943
749,-0.380191733764,665.476257534,391.461057176
750,-0.383324912325,680.11832302,394.634278389
751,-0.387858167195,694.696316259,391.277843147
752,-0.388070495414,697.585883073,429.81776046
753,-0.389868032586,716.864228901,480.366379972
754,-0.397007871311,732.739817781,499.250355149
755,-0.404451424737,756.98891762,510.404885416
756,-0.414896893462,786.81651015,487.039846342
757,-0.425740449382,822.112132861,444.182052737
758,-0.434444020773,836.591183242,423.385803498
759,-0.441758042511,843.161976775,412.609030128
760,-0.447004512256,844.127532355,423.096746569
761,-0.452572217773,849.485892079,418.311248862
762,-0.45705127357,860.731555962,423.336675084
763,-0.46468197532,862.22831275,406.719500175
764,-0.469297534995,858.703553237,418.870174224
765,-0.469047710132,843.31794014,484.71924651
766,-0.47049987614,826.239332131,557.450505146
767,-0.474322773022,794.249442844,608.709645956
768,-0.484235756269,741.417473926,582.091479953
769,-0.491191367727,678.11499614,591.749470597
770,-0.498142900052,633.899212919,594.186124544
771,-0.504877596739,598.453740516,583.391515614
772,-0.508873240877,577.945911645,598.438831198
773,-0.512965858259,563.0898899,615.461300364
774,-0.5167142238,553.297391974,604.432802099
775,-0.523401774236,540.96613242,556.430264322
776,-0.523696972916,539.361854465,610.271882686
777,-0.522726356098,546.258461994,694.812072405
778,-0.524486846206,560.746857936,731.334030601
779,-0.527723333348,585.779073786,719.483578916
780,-0.53255357711,620.250793374,671.741206466
781,-0.535771241367,662.872620386,636.302561145
782,-0.537437002373,673.705056407,621.203694089
783,-0.538814427042,678.829494815,604.461386332
784,-0.539993786227,687.41138416,570.926076684
785,-0.540382625234,704.23924605,570.986979109
786,-0.540563230669,733.851457152,546.117567695
787,-0.546848040091,748.053943418,482.518351693
788,-0.542564750034,783.524595888,531.559942565
789,-0.539461198635,806.562441633,588.913011704
790,-0.539856413105,818.470094225,615.365713544
791,-0.54196461109,828.003821332,606.709516993
792,-0.547003534349,824.169505968,537.719120762
793,-0.550448235609,799.990788104,483.01134443
794,-0.550537433931,785.593106073,448.320106253
795,-0.548441234435,776.67440747,442.143456322
796,-0.545794162601,773.415327158,446.146075546
797,-0.542843042391,785.987923196,441.831470692
798,-0.539406308922,831.007375432,445.71648593
799,-0.537205274998,885.184919133,443.584693697
800,-0.530453130376,963.301153331,505.533881899
801,-0.523311668295,1064.69726304,597.134377733
802,-0.518974095002,1165.68668198,680.327396674
803,-0.517879449832,1307.04179664,706.714818295
804,-0.517917525805,1371.24888817,703.241879092
805,-0.517646479126,1385.27447213,699.049817813
806,-0.517586477619,1361.83959741,684.620087341
807,-0.516748793981,1337.95116034,697.901787795
808,-0.515621956676,1290.05714952,770.604000814
809,-0.514421279997,1238.6942033,788.495209741
810,-0.513664973426,1202.44015896,798.449472783
811,-0.515093663279,1159.43187002,785.857362261
812,-0.512704263308,1121.98711375,847.054964468
813,-0.506691718323,1064.20373243,1114.0045813
814,-0.501859634679,1016.59425001,1336.79118356
815,-0.503832004764,942.747172584,1114.7262476
816,-0.506370743356,851.282516272,830.861611196
817,-0.506004855538,775.714582575,677.345389638
818,-0.503261548286,729.42989375,594.733703068
819,-0.498261721408,697.09539779,521.749352369
820,-0.491222014373,674.361736434,505.790199782
821,-0.483460942537,659.503923162,472.773107271
822,-0.474492986956,660.219543153,447.549207922
823,-0.464236713868,684.624814433,429.311823996
824,-0.447930991031,734.099082862,463.094386711
825,-0.432343371122,790.91291725,510.193033865
826,-0.420674516418,852.636693025,524.771343636
827,-0.411841966393,921.626618548,512.238181225
828,-0.405040012563,961.555167017,477.446053921
829,-0.398012219252,997.144694528,440.259516288
830,-0.390224162278,1030.52924788,417.101296302
831,-0.382255755143,1029.99933311,402.542486782
832,-0.373968368604,1010.20617755,400.911668745
833,-0.365460015606,1000.74349095,408.060955108
834,-0.358420993121,994.479849336,405.344175375
835,-0.350375884146,985.11158086,411.376043488
836,-0.343215810815,965.43682464,405.022048002
837,-0.330196167983,927.557203193,466.76664157
838,-0.320075435169,884.83249756,517.216303958
839,-0.31280532321,845.603867979,521.397301449
840,-0.307257634354,812.050032482,498.84753972
841,-0.302114880454,758.982687011,466.294134235
842,-0.295006971616,699.040454845,442.256895235
843,-0.287341555786,641.469656131,428.135464073
844,-0.278731387042,603.546862406,401.261994874
845,-0.268213205289,590.670433247,408.655689176
846,-0.26009126771,578.312627574,406.899826106
847,-0.250505550002,566.460068758,416.111181739
848,-0.241538716789,560.848700755,418.116571688
849,-0.227837609294,557.281747643,487.341206373
850,-0.211637264385,555.501437208,612.259390407
851,-0.204588535049,560.318715386,661.917178947
852,-0.200736303768,569.920960242,645.696954543
853,-0.198545391277,573.974840064,605.37934006
854,-0.195594718092,578.937943483,580.064914346
855,-0.19268252909,594.978590098,561.306335996
856,-0.189343816321,633.249982658,547.884980592
857,-0.184950822886,689.639642497,559.69234673
858,-0.184677911121,769.693364002,531.988802952
859,-0.182179559639,860.363223443,521.358719252
860,-0.177947058828,961.254866381,567.264122275
861,-0.174703606575,1023.74816654,642.829684639
862,-0.174680011469,1061.52188362,668.895057646
863,-0.177156628077,1063.27502304,667.750773552
864,-0.181242275926,1037.04875463,622.6233182
865,-0.18467268481,990.232231209,558.368335347
866,-0.186981420285,918.495121108,519.166861747
867,-0.187246117696,888.887214545,485.551968352
868,-0.18644841009,906.655625319,455.006436368
869,-0.184224600716,925.740922025,466.696795814
870,-0.183912297948,950.126911864,459.122100966
871,-0.182774569582,987.743228751,455.697957114
872,-0.180294955748,1040.73079654,459.43328034
873,-0.175752500905,1101.22508132,502.84630849
874,-0.168585876301,1121.65767406,604.962206413
875,-0.169164090751,1121.26901278,631.435700945
876,-0.171195980785,1118.05991262,639.6755324
877,-0.174590789824,1079.2230065,608.256794283
878,-0.178303781786,995.884721605,575.00571527
879,-0.181549760023,931.346693753,539.284636091
880,-0.183881534,893.682713223,513.397464397
881,-0.186010640545,872.010833362,515.950209965
882,-0.185737506873,853.133590989,527.481146092
883,-0.185739725929,811.782070153,532.460650361
884,-0.183095499132,756.190376842,605.933748606
885,-0.180441284564,728.656869146,721.841247624
886,-0.178372770338,725.681972387,855.280282358
887,-0.181620196376,747.113568271,793.202498357
888,-0.186575946272,757.977202347,672.394731575
889,-0.189061766736,768.604432937,609.59576222
890,-0.190995842685,798.517187713,552.223027142
891,-0.193272753005,827.879108215,493.720517348
892,-0.194175614757,862.740957999,488.605190295
893,-0.196896572755,925.267764269,480.764656002
894,-0.200175609899,1028.35501357,459.793883273
895,-0.20239825133,1164.99082701,451.711377517
896,-0.198541538331,1286.47423386,538.857674004
897,-0.190330373873,1361.17248184,750.825786557
898,-0.189183325798,1390.98403977,982.259689145
899,-0.19493739808,1424.30211663,1005.42545633
900,-0.202785599089,1392.23217906,894.359275095
901,-0.209275743953,1402.96364671,808.739642495
902,-0.214812716209,1402.38371312,739.122822356
903,-0.220360477537,1439.13959517,674.485933247
904,-0.224947006666,1477.97049289,660.159298972
905,-0.233606592166,1490.91250222,604.777570294
906,-0.238247978654,1479.10682663,602.53052293
907,-0.241847662743,1436.3429739,584.793905659
908,-0.240904005111,1343.02125159,647.320052691
909,-0.240012089926,1295.50699636,684.230877726
910,-0.242921951925,1289.16032497,640.041315471
911,-0.246309955117,1291.22609096,571.035087202
912,-0.248636582391,1201.58248302,502.105107273
913,-0.249347321689,1088.30701735,449.857772212
914,-0.249597817535,981.046117657,407.679054255
915,-0.248764874367,895.831359223,392.718052925
916,-0.246232168868,843.318980672,395.639417739
917,-0.240345092051,809.882013918,407.879651317
918,-0.234170997589,791.521497159,424.813459683
919,-0.225441073725,770.343888212,470.988116961
920,-0.218526674675,736.689517529,534.152451727
921,-0.211913867769,709.09766432,595.914558638
922,-0.210105028087,681.640220045,594.091074903
923,-0.209832163903,654.391444117,557.450013439
924,-0.20829904493,631.720135738,519.627103347
925,-0.205384189464,627.61602175,497.948820082
926,-0.202659440335,627.208479043,473.827582486
927,-0.199107778152,638.775031681,488.009017576
928,-0.19572892799,654.508429071,501.684779893
929,-0.192285928342,672.913416804,511.316896743
930,-0.189665367688,686.751070765,525.768714378
931,-0.18368395993,710.621840654,643.409240545
932,-0.180778901466,743.030292865,753.238649432
933,-0.182044863154,785.895924009,805.456303516
934,-0.188677762975,846.224296278,704.960942364
935,-0.196266896558,894.329870344,598.135576039
936,-0.202125002162,924.741148568,534.429265438
937,-0.207135291635,945.31578966,482.234078481
938,-0.210587593838,969.792032881,449.176663849
939,-0.212383431739,1016.55042274,429.665083678
940,-0.219700351678,1036.07931589,400.000392942
941,-0.223701700326,1041.7491653,383.953304131
942,-0.221988942094,1020.42955818,417.253865443
943,-0.219105915054,959.207553655,465.465904924
944,-0.218856143653,879.58476672,490.766713848
945,-0.221105561663,803.90152265,494.17907237
946,-0.224458545551,736.291819659,479.664721964
947,-0.228815975309,660.792313757,443.153380835
948,-0.23061596591,616.358884588,420.953241732
949,-0.230496750929,596.388190469,400.924250791
950,-0.22903567363,594.483110985,385.303564315
951,-0.226290198556,607.448165235,395.364490844
952,-0.225464120998,634.600562714,393.485290698
953,-0.223915557617,664.818355344,398.775330177
954,-0.221382469661,692.95536913,412.043310703
955,-0.216507994768,714.184176791,483.479767962
956,-0.211399848573,739.289311941,582.686210997
957,-0.215370093675,762.162017514,597.840493106
958,-0.220644805758,788.219645574,600.486947041
959,-0.226311953357,825.127521992,580.88706737
960,-0.23360158838,825.422333673,555.68499606
961,-0.241047605508,854.448331879,521.795557566
962,-0.247489341836,899.288910502,545.691760149
963,-0.256062016517,897.423199511,546.979549379
964,-0.267261238251,896.457993937,532.848208842
965,-0.271928443359,944.636895211,585.626290853
966,-0.274755475942,973.722423299,724.954152628
967,-0.281238123643,933.370739262,839.891589368
968,-0.291976065176,866.760959006,846.084738651
969,-0.304185136979,807.599431395,778.166688661
970,-0.315344298998,800.060047694,682.520377225
971,-0.32264298136,836.703407519,634.85483446
972,-0.327975176894,875.232286419,600.879175501
973,-0.333135459628,903.970195595,573.652521492
974,-0.336209446204,985.051947167,555.513475784
975,-0.337306300178,1198.59618448,571.372220889
976,-0.340959528936,1605.49277151,573.774234508
977,-0.346650951486,2260.72279502,546.835892965
978,-0.345897189681,3267.21207781,648.519977382
979,-0.344964862298,13179.0886892,770.411358028
980,-0.347390631309,10362.3003624,857.266620178
981,-0.357123165539,55024.2526142,822.197384558
982,-0.366432189092,2290.69858076,947.471812044
983,-0.373158128356,1177.76807638,1424.93602599
984,-0.377876130085,849.91828418,3272.12704877
985,-0.379575055974,749.766045975,10913.9130644
986,-0.379969737061,693.900100136,1827.49107163
987,-0.382932615561,716.085478156,1615.44675938
988,-0.39833562453,840.988601913,7359.83184519
989,-0.38581024945,963.270447503,13122.1469189
990,-0.410988668352,996.694931583,1117.31751695
991,-0.433114195792,965.563085471,534.944633602
992,-0.448184133642,859.694332613,348.891675978
993,-0.469210262104,785.802662645,237.771619307
994,-0.465578226196,751.153908759,202.883393383
995,-0.451514413448,755.527994863,186.773909351
996,-0.434804389071,693.97189213,182.288637124
997,-0.416211573988,612.243541415,184.068673718
998,-0.399190762092,539.805778431,189.930711371
999,-0.378464449403,478.652051341,201.267755265
1000,-0.348618920693,463.402349675,225.145967114
1001,-0.309910758752,442.4369437,286.242622192
1002,-0.27180256961,426.007933588,429.704426098
1003,-0.229777591713,435.726213802,1021.96371413
1004,-0.209078557805,417.774839938,4083.18527571
1005,-0.204195303172,509.564561464,871.631849818
1006,-0.220394109621,599.807967595,803.151338069
1007,-0.249109656433,626.715892529,1317.40713163
1008,-0.27345654034,635.450795202,3907.69700116
1009,-0.288903034589,718.364546782,3598.87939385
1010,-0.293644938927,765.28722145,1518.53048627
1011,-0.289075743025,1034.53739473,1072.8279568
1012,-0.284624838171,1059.04584639,798.288767969
1013,-0.287685381789,735.446469925,680.696494145
1014,-0.28790837703,540.088755454,637.357848446
1015,-0.282800523221,439.558199032,592.787362235
1016,-0.259667886344,452.640087561,572.219186767
1017,-0.234513970079,473.193676779,578.90703965
1018,-0.211239659211,502.523135423,636.008091564
1019,-0.189409273806,547.089900295,731.494760486
1020,-0.176955211414,453.154449521,799.342969372
1021,-0.165297614502,401.525237281,843.568233524
1022,-0.152880080913,377.026442804,882.387989243
1023,-0.135834487365,377.320202541,933.86437265
1024,-0.117599661254,406.920689864,993.004291991
1025,-0.101434499926,431.588422824,974.470166679
1026,-0.100486559717,480.549226288,724.305897493
1027,-0.0940232396626,548.042646799,750.684957166
1028,-0.0938656556594,546.377325883,768.339655638
1029,-0.0940893012964,535.916362584,764.646486336
1030,-0.0842209080318,579.634395819,921.991837545
1031,-0.0760341942524,711.571212556,1018.43751362
1032,-0.0685982491016,870.840300056,1157.93147488
1033,-0.0712747971955,696.704810394,1235.90545164
1034,-0.0759272513795,530.726995768,2247.17226574
1035,-0.0842302391448,383.157722499,4137.11645389
1036,-0.0928435543982,287.943950657,989.509628811
1037,-0.119179756228,238.762384563,860.793270165
1038,-0.189171987268,204.667975023,1007.83180861
1039,-0.238581087184,179.939611536,385.03332856
1040,-0.27297954955,169.407100724,250.738904137
1041,-0.270449494983,174.953297607,204.045710094
1042,-0.258311526068,192.532614883,177.803402377
1043,-0.238624330874,212.603098045,166.461700434
1044,-0.225205220617,233.604418317,155.846673171
1045,-0.214910366821,252.278904361,141.584585986
1046,-0.209626088396,280.207846849,127.213135293
1047,-0.202377387678,301.878433422,121.695123779
1048,-0.193718632835,313.115335274,119.167267558
1049,-0.180757958275,307.180993858,124.216944053
1050,-0.160203493235,319.282871615,135.924879256
1051,-0.132174479028,354.666648384,157.187117807
1052,-0.141071188864,340.926187628,164.321505822
1053,-0.127473109406,370.495859292,179.733558804
1054,-0.114494237578,406.609770246,195.818360192
1055,-0.102983377817,453.268571816,213.241835523
1056,-0.0936831615011,505.092105013,233.902606267
1057,-0.0871966721768,568.535891306,256.073591631
1058,-0.0844444262561,638.05559193,276.55052528
1059,-0.0801148998009,703.665418356,327.203368774
1060,-0.0849698787315,752.812604016,364.107218722
1061,-0.0944700442283,784.280351588,390.328572334
1062,-0.10372650714,795.406170085,430.445093533
1063,-0.113484148099,793.907038157,471.566082189
1064,-0.122639720746,780.359699056,518.807651318
1065,-0.132446520023,772.972740056,546.027959209
1066,-0.143433845108,782.299266963,518.495238691
1067,-0.152811211139,779.299785385,497.911499173
1068,-0.160854149763,788.644604807,469.871745722
1069,-0.167666366462,809.019515728,443.310307027
1070,-0.172839635335,851.659782218,444.951506619
1071,-0.182024135745,900.50415595,414.601852872
1072,-0.189357205412,990.774767134,389.088615843
1073,-0.1956791173,1089.24011156,367.587029001
1074,-0.192165513155,1225.40521401,426.201140962
1075,-0.185548648614,1385.97338395,535.677257483
1076,-0.191835304078,1352.86751271,560.2839308
1077,-0.201177224674,1360.26218194,540.941257925
1078,-0.210364831928,1321.79437571,520.183332434
1079,-0.219165001515,1289.94220287,505.198630359
1080,-0.227440368623,1282.66076082,495.345429184
1081,-0.235438860183,1200.36476195,491.323764056
1082,-0.243339217917,1157.14693011,515.263998333
1083,-0.255881633789,1119.54005569,485.290009983
1084,-0.26396723089,1061.82019529,498.982603669
1085,-0.270511065901,1015.6953618,515.665672436
1086,-0.271845076178,984.205580673,609.826736597
1087,-0.274783521088,1012.61797028,660.206797442
1088,-0.28059317457,996.518958024,652.063534258
1089,-0.287415128949,989.03886927,578.690138475
1090,-0.291843253749,975.365715793,532.327453791
1091,-0.295304194506,959.16517633,500.080385019
1092,-0.299435007866,932.86247371,459.257889478
1093,-0.301879999524,909.850169812,463.876180916
1094,-0.307313674872,888.547951206,434.410361891
1095,-0.30890406291,882.63033983,427.627990178
1096,-0.308040707351,885.217657522,443.431188275
1097,-0.302911604832,936.839281925,503.506474616
1098,-0.296288759726,1057.8473193,591.4136077
1099,-0.29669794518,1180.9952235,618.551512977
1100,-0.299968490281,1331.04464292,604.468702151
1101,-0.304109976598,1540.7320619,597.696594152
1102,-0.308571356325,1812.21109895,582.593539716
1103,-0.313690997782,2162.1538334,563.622949206
1104,-0.320014831784,2382.41140332,550.208474478
1105,-0.325487465658,2437.07162001,606.665355333
1106,-0.332302137221,2383.30859529,651.275621333
1107,-0.339940334398,2189.2982766,697.239956121
1108,-0.345869725084,2005.75555568,800.24143038
1109,-0.34932417616,1783.79136964,1042.53120864
1110,-0.358300743801,1447.73923749,1021.06458092
1111,-0.368047029449,1206.79519837,871.788832615
1112,-0.376483434654,1053.00002573,679.986102713
1113,-0.380227076833,964.342784246,569.843221066
1114,-0.380912652076,922.467595385,503.835826329
1115,-0.379374066774,916.782827439,468.067384348
1116,-0.37613699483,935.817734172,441.925727576
1117,-0.373407844505,980.726281341,410.532140836
1118,-0.367621686171,1041.53665569,406.509209697
1119,-0.359555251499,1146.51077327,424.357164421
1120,-0.350546338389,1278.97778205,469.623473248
1121,-0.340959453175,1465.53631506,527.731529866
1122,-0.334123573242,1684.23646403,582.939120748
1123,-0.333299876123,1768.56721594,563.117986956
1124,-0.333227416029,1896.54493457,529.42184633
1125,-0.333003993711,1997.3685711,492.944180914
1126,-0.332205565774,2001.43368913,462.402267794
1127,-0.331893226013,1902.51178102,434.300651962
1128,-0.330391313658,1680.57188694,448.872289372
1129,-0.329838931094,1462.51074036,467.811559165
1130,-0.330948308367,1267.32607166,461.271762599
1131,-0.32583141134,1087.08491853,539.626165742
1132,-0.320345692859,984.325738875,627.340941234
1133,-0.318556868459,936.651180278,641.385880271
1134,-0.318719717406,872.718422472,606.052353439
1135,-0.317513894199,817.148376945,569.912688814
1136,-0.315448919768,795.371750463,527.161756745
1137,-0.312924155375,795.227882532,495.987719839
1138,-0.309284679864,805.383051229,501.694122352
1139,-0.306406928993,828.204771323,497.108138049
1140,-0.304310603669,868.756244242,508.650269905
1141,-0.301629688454,935.764803831,522.876892008
1142,-0.294480076221,1026.4881008,622.845675088
1143,-0.28938639591,1153.85781782,734.4975312
1144,-0.291237902266,1224.71162787,732.710233118
1145,-0.294630170957,1276.8500271,708.622895414
1146,-0.298834058216,1338.10151903,632.861258795
1147,-0.301000256004,1372.81613215,584.190099322
1148,-0.302707689023,1418.58408113,550.079164836
1149,-0.304313098078,1404.45730408,500.269941601
1150,-0.304583230084,1292.97960433,494.158980861
1151,-0.308332333071,1205.85118559,464.372608943
1152,-0.310093547697,1128.83640648,448.165579829
1153,-0.310360881289,1074.38594783,439.487196017
1154,-0.301884193529,1053.62386544,524.765212484
1155,-0.292342896471,1087.78256247,638.463462833
1156,-0.287241017684,1154.72478427,731.307151246
1157,-0.288182512834,1170.20185751,695.715662558
1158,-0.289837771023,1194.59359969,619.542027899
1159,-0.289489191835,1243.33634964,553.257105102
1160,-0.288405286269,1250.09250281,496.924718391
1161,-0.286769230481,1194.71530385,500.24502743
1162,-0.2880372014,1018.94173805,479.727869003
1163,-0.28720520395,878.357946947,476.597312514
1164,-0.286007325683,768.303645514,489.314798646
1165,-0.280060605328,700.050084739,558.921439315
1166,-0.275900298435,648.0486406,617.674000025
1167,-0.273398806192,618.562802167,634.782463124
1168,-0.273516677336,588.737616542,577.586206313
1169,-0.27310154154,580.155045245,513.34324658
1170,-0.270094219257,597.867974024,466.759295486
1171,-0.266800941193,620.96407936,422.559623427
1172,-0.263289107444,645.613532993,414.038230664
1173,-0.260611476519,686.101699593,401.089801101
1174,-0.259873658611,734.163425841,389.29591627
1175,-0.259341856934,804.676301872,383.501083402
1176,-0.253886169296,873.74901057,441.974867165
1177,-0.250485581095,950.145078738,521.254782927
1178,-0.248421347297,1043.81922664,612.244667595
1179,-0.253075581556,1104.7612724,631.902783561
1180,-0.260270347085,1124.83816625,614.974770131
1181,-0.267689407934,1155.25689391,596.711352981
1182,-0.275530060075,1204.87574368,568.061096252
1183,-0.28348847989,1247.65212085,554.087675466
1184,-0.291210767821,1276.79310745,585.509298315
1185,-0.302085797128,1310.18974407,580.75864919
1186,-0.313047054636,1324.75224937,568.527853317
1187,-0.318986037708,1328.04157927,622.145673458
1188,-0.323862500131,1341.95553828,697.755986683
1189,-0.331417833745,1374.03128767,695.626066809
1190,-0.34144689145,1297.0897699,626.19222061
1191,-0.351759945004,1180.70343792,528.262083012
1192,-0.359348778209,1084.86692164,458.934906412
1193,-0.364803109538,1013.24380908,416.966070969
1194,-0.366388497904,970.02040972,418.978528382
1195,-0.36710927248,908.186123379,427.260895937
1196,-0.366053568379,859.889600456,447.363945998
1197,-0.36573742181,825.429950176,479.121985686
1198,-0.365387357582,805.537997542,525.370583102
1199,-0.366764899372,807.669775554,561.880982245
1200,-0.361929191663,822.322137522,739.999422743
1201,-0.363883094309,848.281759596,863.743144427
1202,-0.370921450255,888.458316425,823.784873288
1203,-0.380038407592,941.170818863,663.252117844
1204,-0.387530066671,991.390994861,560.361895363
1205,-0.395075516532,987.889602821,473.801507506
1206,-0.400580548919,920.592095126,455.473376913
1207,-0.405326968213,853.027527001,445.048459749
1208,-0.411182478144,811.381729245,412.769744286
1209,-0.407566926253,780.586288859,462.015733102
1210,-0.405640004624,764.598666482,513.174647666
1211,-0.405472225465,745.920131716,546.288546891
1212,-0.408258081077,721.645169905,562.752476246
1213,-0.414814666353,702.874755073,520.417658917
1214,-0.419330213162,697.854124273,469.982353688
1215,-0.421690260889,712.23754338,434.0864582
1216,-0.423226080473,732.761176825,405.366370698
1217,-0.423313913736,763.553981259,400.455845871
1218,-0.424355656394,788.727497665,398.518872886
1219,-0.42863404667,801.101454307,384.330365421
1220,-0.432708628179,808.000932382,380.355211754
